id,user_id,user_gender,user_age,article_id,category_id,avg_expending,weekday_id,hour_id
11142,152,2,60,6,2,341.0,4,3
11143,69,1,57,12,4,149.0,3,10
11144,7,1,59,1,1,131.0,6,11
11145,9,2,42,17,1,244.0,7,4
11146,159,2,56,18,2,52.0,7,3
11147,12,1,45,5,2,172.0,4,8
11148,88,2,39,20,4,30.0,4,15
11149,124,2,26,18,2,37.0,2,11
11150,174,1,52,11,4,345.0,5,16
11151,16,2,47,6,2,9.0,7,10
11152,37,1,29,13,1,51.0,2,20
11153,180,2,39,16,4,198.0,1,13
11154,133,1,52,1,1,45.0,3,9
11155,13,2,37,17,1,178.0,6,4
11156,146,1,48,12,4,139.0,2,23
11157,125,2,37,7,3,333.0,2,23
11158,17,1,26,14,2,205.0,6,16
11159,5,1,23,4,2,311.0,5,22
11160,191,2,57,12,4,392.0,3,14
11161,57,1,50,1,1,274.0,1,23
11162,101,2,33,20,4,118.0,1,21
11163,82,1,51,3,1,283.0,1,15
11164,63,2,47,4,2,375.0,3,14
11165,107,2,40,14,2,47.0,7,20
11166,71,2,36,7,3,221.0,2,18
11167,189,2,25,17,1,47.0,3,16
11168,46,2,43,10,4,372.0,1,9
11169,171,1,31,3,1,7.0,1,23
11170,170,1,58,11,4,30.0,2,16
11171,170,1,58,1,1,350.0,1,2
11172,23,1,24,12,4,257.0,7,5
11173,107,2,40,12,4,74.0,7,1
11174,24,1,47,8,3,242.0,5,8
11175,105,1,56,11,4,256.0,5,11
11176,131,1,34,12,4,125.0,3,15
11177,40,2,38,1,1,256.0,1,15
11178,80,1,40,18,2,387.0,2,2
11179,26,1,30,17,1,115.0,3,7
11180,25,2,26,9,3,309.0,5,2
11181,17,1,26,8,3,314.0,2,14
11182,111,1,59,12,4,317.0,5,8
11183,16,2,47,4,2,168.0,7,2
11184,59,1,59,2,1,356.0,7,21
11185,27,1,44,11,4,369.0,1,15
11186,175,1,28,8,3,350.0,5,1
11187,23,1,24,12,4,114.0,3,2
11188,194,1,56,6,2,234.0,5,21
11189,181,1,34,18,2,31.0,4,11
11190,89,1,35,20,4,252.0,5,18
11191,44,1,27,19,3,317.0,1,21
11192,27,1,44,9,3,386.0,4,2
11193,79,1,46,19,3,283.0,5,20
11194,119,2,56,17,1,88.0,5,24
11195,11,2,48,14,2,306.0,3,11
11196,158,2,23,6,2,138.0,3,14
11197,189,2,25,13,1,159.0,7,9
11198,40,2,38,9,3,3.0,4,2
11199,91,2,27,9,3,372.0,3,12
11200,26,1,30,13,1,27.0,4,18
11201,190,1,59,12,4,323.0,6,20
11202,136,2,32,14,2,141.0,3,8
11203,16,2,47,9,3,67.0,5,5
11204,198,1,23,12,4,58.0,1,6
11205,56,2,31,7,3,211.0,1,11
11206,138,1,21,3,1,168.0,5,9
11207,76,1,38,14,2,72.0,2,5
11208,0,1,51,9,3,76.0,5,7
11209,4,1,41,10,4,42.0,2,17
11210,180,2,39,2,1,334.0,6,17
11211,14,1,29,9,3,135.0,4,18
11212,120,2,54,19,3,22.0,2,21
11213,193,1,44,15,3,226.0,2,3
11214,156,1,39,13,1,255.0,7,16
11215,98,2,21,12,4,67.0,5,9
11216,181,1,34,5,2,310.0,2,12
11217,184,2,56,16,4,342.0,6,11
11218,144,2,49,9,3,288.0,5,8
11219,33,2,42,14,2,398.0,1,20
11220,157,2,29,15,3,111.0,3,22
11221,135,2,59,10,4,102.0,7,19
11222,71,2,36,2,1,48.0,1,10
11223,39,2,49,5,2,30.0,1,22
11224,175,1,28,3,1,256.0,7,15
11225,137,1,24,9,3,221.0,2,3
11226,138,1,21,19,3,66.0,4,2
11227,51,1,52,9,3,81.0,7,20
11228,118,1,23,9,3,226.0,4,8
11229,172,2,50,8,3,204.0,3,23
11230,51,1,52,2,1,392.0,2,14
11231,55,2,39,18,2,230.0,4,19
11232,73,2,39,20,4,59.0,5,5
11233,77,1,23,15,3,92.0,6,10
11234,33,2,42,17,1,62.0,2,19
11235,136,2,32,4,2,249.0,5,22
11236,106,2,52,3,1,335.0,6,15
11237,100,1,29,1,1,87.0,5,14
11238,23,1,24,18,2,165.0,1,18
11239,27,1,44,20,4,114.0,5,19
11240,39,2,49,5,2,344.0,4,0
11241,114,1,52,6,2,94.0,3,5
11242,107,2,40,4,2,223.0,2,11
11243,177,1,55,19,3,18.0,4,4
11244,18,2,46,9,3,175.0,5,1
11245,97,2,51,9,3,137.0,1,0
11246,74,1,44,4,2,95.0,4,11
11247,78,2,54,6,2,284.0,4,15
11248,184,2,56,2,1,108.0,7,4
11249,98,2,21,5,2,328.0,5,23
11250,197,2,40,12,4,185.0,7,3
11251,10,2,32,7,3,112.0,2,10
11252,113,2,21,2,1,299.0,5,14
11253,83,2,26,17,1,234.0,4,19
11254,193,1,44,17,1,280.0,3,9
11255,158,2,23,16,4,263.0,1,8
11256,172,2,50,7,3,292.0,6,17
11257,122,1,35,2,1,380.0,3,15
11258,111,1,59,5,2,273.0,1,22
11259,42,1,39,18,2,207.0,2,24
11260,61,2,56,10,4,160.0,6,15
11261,90,1,51,17,1,303.0,3,24
11262,191,2,57,20,4,193.0,2,4
11263,102,1,33,14,2,110.0,2,4
11264,43,1,48,14,2,130.0,3,23
11265,49,2,34,14,2,129.0,1,21
11266,199,1,36,6,2,82.0,6,11
11267,87,2,57,2,1,185.0,6,2
11268,31,2,22,8,3,375.0,6,0
11269,72,1,23,16,4,179.0,3,14
11270,3,2,60,3,1,374.0,7,0
11271,153,2,49,19,3,133.0,7,13
11272,187,1,45,15,3,331.0,2,14
11273,67,2,35,13,1,368.0,5,23
11274,126,1,23,4,2,80.0,5,10
11275,177,1,55,8,3,129.0,6,16
11276,155,2,57,20,4,399.0,3,17
11277,45,1,59,2,1,187.0,4,19
11278,98,2,21,2,1,105.0,5,10
11279,168,1,40,6,2,354.0,2,5
11280,51,1,52,2,1,92.0,4,5
11281,24,1,47,14,2,227.0,2,12
11282,33,2,42,4,2,181.0,6,11
11283,92,1,55,11,4,6.0,1,4
11284,162,1,38,3,1,333.0,2,20
11285,102,1,33,4,2,218.0,2,18
11286,129,2,32,7,3,69.0,2,14
11287,161,2,52,20,4,287.0,3,18
11288,20,2,53,3,1,356.0,7,7
11289,150,1,32,8,3,377.0,6,7
11290,28,2,44,18,2,75.0,7,9
11291,40,2,38,5,2,19.0,5,19
11292,79,1,46,13,1,187.0,4,15
11293,111,1,59,19,3,372.0,5,5
11294,75,1,26,3,1,308.0,7,17
11295,19,1,46,15,3,160.0,4,22
11296,81,2,58,10,4,187.0,4,19
11297,170,1,58,6,2,98.0,7,21
11298,74,1,44,19,3,354.0,3,7
11299,30,1,32,10,4,337.0,4,23
11300,105,1,56,6,2,319.0,5,8
11301,93,1,58,12,4,129.0,2,4
11302,40,2,38,13,1,239.0,5,16
11303,127,1,34,15,3,342.0,1,0
11304,40,2,38,8,3,313.0,2,8
11305,146,1,48,13,1,383.0,1,12
11306,58,2,34,10,4,90.0,1,6
11307,47,2,46,19,3,247.0,4,2
11308,150,1,32,20,4,320.0,1,13
11309,108,2,53,16,4,123.0,4,12
11310,169,2,46,1,1,374.0,5,4
11311,31,2,22,4,2,130.0,5,19
11312,193,1,44,19,3,20.0,3,17
11313,144,2,49,17,1,277.0,4,5
11314,144,2,49,2,1,113.0,1,9
11315,77,1,23,2,1,288.0,2,1
11316,75,1,26,11,4,372.0,4,1
11317,92,1,55,9,3,247.0,2,12
11318,31,2,22,18,2,221.0,7,18
11319,145,2,41,1,1,247.0,6,17
11320,158,2,23,5,2,17.0,7,17
11321,149,1,22,17,1,175.0,2,21
11322,70,2,20,19,3,70.0,4,24
11323,142,1,50,16,4,49.0,1,4
11324,13,2,37,15,3,59.0,7,21
11325,157,2,29,14,2,384.0,1,20
11326,101,2,33,11,4,301.0,2,8
11327,114,1,52,8,3,329.0,7,3
11328,25,2,26,19,3,353.0,5,24
11329,22,2,51,10,4,378.0,5,0
11330,111,1,59,3,1,335.0,6,16
11331,164,1,20,19,3,12.0,2,10
11332,172,2,50,5,2,93.0,6,8
11333,5,1,23,15,3,149.0,5,11
11334,167,2,51,8,3,344.0,2,12
11335,48,2,44,9,3,189.0,2,12
11336,186,2,28,18,2,281.0,7,23
11337,147,2,40,17,1,240.0,1,10
11338,47,2,46,5,2,259.0,3,14
11339,112,1,58,6,2,212.0,7,4
11340,93,1,58,12,4,80.0,2,22
11341,138,1,21,15,3,16.0,2,16
11342,62,2,59,20,4,12.0,6,19
11343,136,2,32,2,1,130.0,4,20
11344,133,1,52,19,3,296.0,7,9
11345,72,1,23,9,3,83.0,7,9
11346,51,1,52,15,3,78.0,4,14
11347,92,1,55,9,3,158.0,4,19
11348,165,1,30,11,4,283.0,5,16
11349,50,1,23,12,4,89.0,5,2
11350,39,2,49,7,3,251.0,2,3
11351,151,1,48,19,3,339.0,4,1
11352,38,2,21,10,4,225.0,1,6
11353,21,2,58,8,3,29.0,6,18
11354,72,1,23,7,3,177.0,2,2
11355,18,2,46,3,1,114.0,3,20
11356,174,1,52,8,3,83.0,4,20
11357,24,1,47,3,1,376.0,2,17
11358,134,2,28,6,2,50.0,2,3
11359,101,2,33,3,1,317.0,7,0
11360,173,1,26,14,2,190.0,3,3
11361,10,2,32,14,2,193.0,3,14
11362,31,2,22,12,4,219.0,5,16
11363,74,1,44,12,4,143.0,4,15
11364,189,2,25,16,4,173.0,2,14
11365,68,1,36,7,3,209.0,7,21
11366,149,1,22,12,4,140.0,1,21
11367,57,1,50,10,4,176.0,7,0
11368,28,2,44,19,3,394.0,6,18
11369,19,1,46,20,4,138.0,1,11
11370,1,1,46,12,4,45.0,4,0
11371,10,2,32,17,1,161.0,2,16
11372,183,2,26,5,2,133.0,1,13
11373,86,1,29,8,3,250.0,1,13
11374,100,1,29,13,1,375.0,7,23
11375,84,1,49,1,1,178.0,4,15
11376,35,1,23,17,1,130.0,4,1
11377,146,1,48,13,1,185.0,1,21
11378,166,1,35,17,1,219.0,5,24
11379,153,2,49,8,3,236.0,1,3
11380,104,2,36,19,3,36.0,2,23
11381,100,1,29,6,2,336.0,4,22
11382,100,1,29,20,4,369.0,7,19
11383,107,2,40,7,3,236.0,4,4
11384,163,2,30,3,1,267.0,1,5
11385,129,2,32,16,4,84.0,7,7
11386,108,2,53,12,4,25.0,1,16
11387,195,2,49,10,4,289.0,5,0
11388,3,2,60,19,3,142.0,3,20
11389,179,1,40,9,3,108.0,1,6
11390,32,1,25,14,2,375.0,4,4
11391,115,2,32,16,4,232.0,7,8
11392,178,1,25,17,1,176.0,7,15
11393,15,2,54,11,4,254.0,6,18
11394,69,1,57,4,2,124.0,2,1
11395,198,1,23,13,1,173.0,5,3
11396,2,2,56,12,4,192.0,7,14
11397,90,1,51,14,2,89.0,7,18
11398,166,1,35,3,1,383.0,5,5
11399,187,1,45,4,2,45.0,7,8
11400,57,1,50,17,1,148.0,4,18
11401,9,2,42,2,1,224.0,3,5
11402,99,2,39,1,1,49.0,7,19
11403,140,2,53,10,4,236.0,1,4
11404,148,2,41,7,3,249.0,1,0
11405,52,1,42,7,3,345.0,3,19
11406,116,2,26,17,1,129.0,3,4
11407,147,2,40,6,2,27.0,5,14
11408,46,2,43,16,4,50.0,5,14
11409,101,2,33,14,2,133.0,2,6
11410,197,2,40,3,1,196.0,7,14
11411,184,2,56,4,2,43.0,1,12
11412,62,2,59,17,1,135.0,7,19
11413,52,1,42,6,2,269.0,1,24
11414,151,1,48,9,3,211.0,5,9
11415,34,2,21,15,3,384.0,7,24
11416,112,1,58,4,2,61.0,6,14
11417,180,2,39,18,2,117.0,5,23
11418,10,2,32,16,4,282.0,5,14
11419,66,1,55,4,2,267.0,5,22
11420,185,1,39,5,2,110.0,5,7
11421,13,2,37,10,4,238.0,1,18
11422,187,1,45,7,3,326.0,6,9
11423,14,1,29,13,1,230.0,3,18
11424,7,1,59,15,3,244.0,2,14
11425,63,2,47,3,1,389.0,6,8
11426,22,2,51,8,3,169.0,6,20
11427,36,2,34,20,4,13.0,4,14
11428,12,1,45,6,2,62.0,7,16
11429,180,2,39,4,2,144.0,3,23
11430,161,2,52,6,2,288.0,1,13
11431,186,2,28,18,2,321.0,2,13
11432,28,2,44,16,4,59.0,1,16
11433,123,2,27,3,1,62.0,5,18
11434,31,2,22,14,2,206.0,7,10
11435,3,2,60,15,3,239.0,4,24
11436,169,2,46,18,2,305.0,3,22
11437,33,2,42,7,3,112.0,5,12
11438,152,2,60,7,3,34.0,4,21
11439,3,2,60,13,1,80.0,2,3
11440,195,2,49,16,4,105.0,6,6
11441,135,2,59,8,3,229.0,5,0
11442,196,2,36,14,2,230.0,2,6
11443,116,2,26,20,4,19.0,7,21
11444,49,2,34,7,3,257.0,1,19
11445,57,1,50,18,2,56.0,5,3
11446,44,1,27,16,4,198.0,7,7
11447,166,1,35,9,3,7.0,5,23
11448,26,1,30,17,1,378.0,3,17
11449,143,1,59,5,2,19.0,2,18
11450,6,1,37,7,3,235.0,1,17
11451,68,1,36,9,3,357.0,5,24
11452,6,1,37,1,1,280.0,4,24
11453,127,1,34,10,4,271.0,6,13
11454,146,1,48,2,1,74.0,3,19
11455,185,1,39,7,3,274.0,5,6
11456,166,1,35,10,4,325.0,4,22
11457,115,2,32,13,1,376.0,7,11
11458,44,1,27,3,1,62.0,5,7
11459,170,1,58,17,1,337.0,5,17
11460,77,1,23,14,2,387.0,5,0
11461,79,1,46,5,2,121.0,6,23
11462,110,2,60,7,3,155.0,1,3
11463,90,1,51,7,3,253.0,6,24
11464,6,1,37,4,2,198.0,1,15
11465,77,1,23,18,2,95.0,2,10
11466,33,2,42,3,1,232.0,1,12
11467,88,2,39,5,2,158.0,3,23
11468,52,1,42,12,4,112.0,3,3
11469,166,1,35,20,4,396.0,4,24
11470,35,1,23,9,3,335.0,6,11
11471,103,1,48,12,4,26.0,5,19
11472,108,2,53,17,1,346.0,5,2
11473,191,2,57,11,4,256.0,1,7
11474,199,1,36,16,4,339.0,6,8
11475,85,2,42,7,3,50.0,3,5
11476,68,1,36,13,1,100.0,6,18
11477,42,1,39,10,4,105.0,7,16
11478,122,1,35,8,3,314.0,5,2
11479,67,2,35,19,3,260.0,1,11
11480,141,2,59,6,2,170.0,5,13
11481,131,1,34,17,1,219.0,7,23
11482,165,1,30,17,1,108.0,2,15
11483,172,2,50,4,2,82.0,2,19
11484,194,1,56,1,1,260.0,4,20
11485,182,1,28,14,2,297.0,6,20
11486,4,1,41,11,4,15.0,3,16
11487,24,1,47,1,1,122.0,7,19
11488,103,1,48,17,1,60.0,2,13
11489,92,1,55,18,2,76.0,3,9
11490,171,1,31,5,2,26.0,2,8
11491,24,1,47,18,2,101.0,4,16
11492,31,2,22,15,3,107.0,7,5
11493,65,1,48,2,1,151.0,2,0
11494,121,1,49,8,3,92.0,2,12
11495,101,2,33,5,2,319.0,3,13
11496,140,2,53,10,4,114.0,1,24
11497,183,2,26,9,3,63.0,7,14
11498,184,2,56,15,3,130.0,3,23
11499,84,1,49,15,3,14.0,7,4
11500,38,2,21,1,1,156.0,2,23
11501,70,2,20,15,3,278.0,2,24
11502,11,2,48,11,4,383.0,5,14
11503,92,1,55,11,4,203.0,7,9
11504,147,2,40,11,4,266.0,2,20
11505,169,2,46,19,3,70.0,7,5
11506,178,1,25,13,1,46.0,3,6
11507,49,2,34,15,3,180.0,7,15
11508,145,2,41,19,3,262.0,5,5
11509,156,1,39,7,3,41.0,6,7
11510,24,1,47,17,1,365.0,6,16
11511,28,2,44,6,2,303.0,4,19
11512,144,2,49,20,4,240.0,5,9
11513,5,1,23,20,4,111.0,5,0
11514,128,1,55,15,3,321.0,7,14
11515,162,1,38,19,3,263.0,7,13
11516,76,1,38,14,2,21.0,1,20
11517,30,1,32,7,3,218.0,5,11
11518,175,1,28,11,4,157.0,6,6
11519,189,2,25,3,1,52.0,6,17
11520,180,2,39,17,1,26.0,6,11
11521,42,1,39,18,2,231.0,5,7
11522,75,1,26,9,3,258.0,2,2
11523,182,1,28,5,2,371.0,3,8
11524,58,2,34,19,3,207.0,1,17
11525,181,1,34,15,3,99.0,4,0
11526,22,2,51,9,3,33.0,4,24
11527,77,1,23,9,3,66.0,7,5
11528,52,1,42,13,1,2.0,6,1
11529,114,1,52,15,3,184.0,1,13
11530,109,2,33,19,3,86.0,4,0
11531,104,2,36,8,3,225.0,1,12
11532,138,1,21,13,1,221.0,6,15
11533,86,1,29,15,3,173.0,4,5
11534,56,2,31,19,3,216.0,3,4
11535,146,1,48,2,1,248.0,7,10
11536,93,1,58,20,4,24.0,2,10
11537,51,1,52,15,3,295.0,3,6
11538,112,1,58,17,1,292.0,5,0
11539,179,1,40,16,4,386.0,1,24
11540,18,2,46,2,1,304.0,1,11
11541,147,2,40,17,1,399.0,4,21
11542,187,1,45,18,2,288.0,3,15
11543,17,1,26,4,2,107.0,3,24
11544,37,1,29,6,2,61.0,2,1
11545,33,2,42,7,3,241.0,2,2
11546,45,1,59,1,1,114.0,1,6
11547,164,1,20,5,2,153.0,5,5
11548,182,1,28,19,3,258.0,2,5
11549,103,1,48,10,4,282.0,6,21
11550,10,2,32,4,2,239.0,5,1
11551,65,1,48,2,1,328.0,7,15
11552,109,2,33,8,3,22.0,7,8
11553,32,1,25,4,2,324.0,7,10
11554,91,2,27,6,2,179.0,7,7
11555,151,1,48,10,4,272.0,4,11
11556,124,2,26,7,3,58.0,4,24
11557,54,1,21,20,4,116.0,7,6
11558,27,1,44,4,2,208.0,2,14
11559,127,1,34,11,4,363.0,7,22
11560,178,1,25,12,4,71.0,6,21
11561,33,2,42,20,4,241.0,1,7
11562,10,2,32,18,2,125.0,6,4
11563,195,2,49,1,1,279.0,2,18
11564,137,1,24,13,1,347.0,4,15
11565,18,2,46,4,2,387.0,5,22
11566,185,1,39,3,1,80.0,6,15
11567,173,1,26,3,1,229.0,3,6
11568,156,1,39,8,3,107.0,2,0
11569,24,1,47,12,4,15.0,7,4
11570,84,1,49,5,2,393.0,4,9
11571,37,1,29,20,4,1.0,5,16
11572,84,1,49,19,3,214.0,6,18
11573,88,2,39,2,1,277.0,4,15
11574,80,1,40,16,4,296.0,3,23
11575,1,1,46,14,2,388.0,2,8
11576,100,1,29,17,1,291.0,2,6
11577,83,2,26,17,1,381.0,2,23
11578,134,2,28,17,1,21.0,3,12
11579,80,1,40,9,3,286.0,7,5
11580,5,1,23,13,1,304.0,7,2
11581,179,1,40,11,4,7.0,7,21
11582,90,1,51,9,3,385.0,3,12
11583,45,1,59,2,1,393.0,3,2
11584,134,2,28,20,4,398.0,4,20
11585,16,2,47,9,3,389.0,4,10
11586,147,2,40,12,4,219.0,5,8
11587,199,1,36,4,2,238.0,4,6
11588,40,2,38,6,2,224.0,1,5
11589,124,2,26,5,2,101.0,2,23
11590,186,2,28,9,3,103.0,1,22
11591,195,2,49,16,4,152.0,3,1
11592,141,2,59,1,1,265.0,2,17
11593,182,1,28,2,1,161.0,3,22
11594,157,2,29,12,4,81.0,3,24
11595,58,2,34,5,2,93.0,7,22
11596,114,1,52,10,4,395.0,2,6
11597,98,2,21,9,3,205.0,1,11
11598,102,1,33,17,1,117.0,3,8
11599,47,2,46,20,4,300.0,7,16
11600,165,1,30,12,4,253.0,4,24
11601,160,2,24,19,3,85.0,2,17
11602,97,2,51,8,3,105.0,2,5
11603,159,2,56,12,4,47.0,7,16
11604,157,2,29,4,2,346.0,6,0
11605,175,1,28,12,4,283.0,3,20
11606,194,1,56,13,1,203.0,1,13
11607,188,1,52,18,2,26.0,3,6
11608,74,1,44,14,2,206.0,4,3
11609,110,2,60,10,4,187.0,4,13
11610,114,1,52,12,4,255.0,2,1
11611,51,1,52,14,2,302.0,7,9
11612,165,1,30,13,1,385.0,4,14
11613,4,1,41,5,2,235.0,2,23
11614,95,2,38,4,2,307.0,1,4
11615,175,1,28,4,2,203.0,7,1
11616,18,2,46,9,3,108.0,3,18
11617,177,1,55,1,1,92.0,1,13
11618,91,2,27,18,2,361.0,3,2
11619,151,1,48,8,3,78.0,4,22
11620,82,1,51,10,4,1.0,4,16
11621,145,2,41,8,3,389.0,3,0
11622,37,1,29,8,3,1.0,1,21
11623,153,2,49,1,1,11.0,1,20
11624,191,2,57,9,3,204.0,7,13
11625,94,2,45,7,3,53.0,6,1
11626,175,1,28,9,3,105.0,1,14
11627,0,1,51,8,3,80.0,1,0
11628,145,2,41,5,2,180.0,2,23
11629,134,2,28,14,2,236.0,7,2
11630,79,1,46,3,1,168.0,5,0
11631,105,1,56,12,4,182.0,1,8
11632,141,2,59,15,3,342.0,4,16
11633,55,2,39,3,1,220.0,7,21
11634,11,2,48,16,4,277.0,3,8
11635,115,2,32,15,3,243.0,3,7
11636,52,1,42,1,1,184.0,7,14
11637,190,1,59,6,2,90.0,1,24
11638,91,2,27,18,2,378.0,5,0
11639,116,2,26,5,2,281.0,4,11
11640,45,1,59,5,2,360.0,3,21
11641,144,2,49,17,1,106.0,7,17
11642,50,1,23,20,4,372.0,6,16
11643,55,2,39,19,3,177.0,5,16
11644,121,1,49,2,1,208.0,5,14
11645,127,1,34,6,2,113.0,6,3
11646,69,1,57,7,3,17.0,3,4
11647,32,1,25,17,1,179.0,3,10
11648,66,1,55,5,2,2.0,1,3
11649,16,2,47,17,1,300.0,2,21
11650,164,1,20,14,2,103.0,7,2
11651,82,1,51,16,4,316.0,4,12
11652,16,2,47,17,1,228.0,1,22
11653,128,1,55,18,2,95.0,6,0
11654,64,1,44,8,3,320.0,4,16
11655,100,1,29,11,4,2.0,1,12
11656,20,2,53,12,4,180.0,6,11
11657,50,1,23,18,2,368.0,2,11
11658,99,2,39,3,1,79.0,3,13
11659,168,1,40,2,1,134.0,3,9
11660,86,1,29,9,3,158.0,6,6
11661,198,1,23,12,4,156.0,4,5
11662,172,2,50,17,1,180.0,2,13
11663,98,2,21,3,1,271.0,7,19
11664,169,2,46,10,4,213.0,7,13
11665,160,2,24,5,2,89.0,3,18
11666,56,2,31,13,1,12.0,5,19
11667,87,2,57,13,1,212.0,6,19
11668,145,2,41,17,1,12.0,5,13
11669,30,1,32,11,4,261.0,1,7
11670,75,1,26,10,4,123.0,2,9
11671,82,1,51,18,2,249.0,5,15
11672,66,1,55,14,2,1.0,4,8
11673,41,1,58,20,4,14.0,7,15
11674,195,2,49,10,4,162.0,6,8
11675,97,2,51,4,2,214.0,1,8
11676,196,2,36,10,4,367.0,7,24
11677,107,2,40,18,2,268.0,3,6
11678,132,1,59,5,2,12.0,1,13
11679,76,1,38,12,4,177.0,6,2
11680,40,2,38,2,1,299.0,6,19
11681,176,2,34,9,3,35.0,3,4
11682,133,1,52,8,3,73.0,5,11
11683,0,1,51,1,1,35.0,2,14
11684,42,1,39,7,3,19.0,2,8
11685,24,1,47,5,2,271.0,6,11
11686,72,1,23,8,3,330.0,3,23
11687,104,2,36,16,4,14.0,5,7
11688,5,1,23,20,4,206.0,7,7
11689,191,2,57,16,4,250.0,2,12
11690,2,2,56,10,4,163.0,1,13
11691,151,1,48,12,4,214.0,1,4
11692,61,2,56,10,4,343.0,3,20
11693,174,1,52,2,1,194.0,1,3
11694,152,2,60,6,2,137.0,5,13
11695,168,1,40,12,4,104.0,1,15
11696,191,2,57,7,3,86.0,2,22
11697,94,2,45,5,2,243.0,1,21
11698,5,1,23,11,4,201.0,7,10
11699,0,1,51,12,4,66.0,7,23
11700,36,2,34,5,2,273.0,6,2
11701,112,1,58,4,2,365.0,5,16
11702,30,1,32,1,1,331.0,4,20
11703,18,2,46,17,1,352.0,3,16
11704,186,2,28,11,4,239.0,6,24
11705,197,2,40,8,3,168.0,5,17
11706,119,2,56,17,1,341.0,7,9
11707,117,1,30,7,3,128.0,6,9
11708,169,2,46,2,1,36.0,5,24
11709,112,1,58,18,2,53.0,5,23
11710,104,2,36,19,3,41.0,2,23
11711,48,2,44,16,4,33.0,7,10
11712,82,1,51,9,3,244.0,7,17
11713,177,1,55,5,2,275.0,6,21
11714,95,2,38,17,1,140.0,2,16
11715,49,2,34,7,3,65.0,2,1
11716,55,2,39,13,1,383.0,6,11
11717,51,1,52,18,2,265.0,3,3
11718,96,1,41,13,1,283.0,7,23
11719,158,2,23,4,2,92.0,5,5
11720,46,2,43,12,4,130.0,5,4
11721,118,1,23,20,4,364.0,7,22
11722,171,1,31,11,4,312.0,7,4
11723,29,2,21,17,1,189.0,5,4
11724,72,1,23,7,3,32.0,3,0
11725,122,1,35,11,4,105.0,2,21
11726,91,2,27,13,1,65.0,2,9
11727,141,2,59,1,1,45.0,7,7
11728,199,1,36,15,3,396.0,4,4
11729,19,1,46,11,4,196.0,2,10
11730,106,2,52,12,4,48.0,7,10
11731,178,1,25,14,2,209.0,7,11
11732,81,2,58,5,2,26.0,3,15
11733,48,2,44,1,1,302.0,1,4
11734,150,1,32,6,2,313.0,6,1
11735,166,1,35,19,3,75.0,3,22
11736,74,1,44,1,1,196.0,4,15
11737,106,2,52,20,4,333.0,6,0
11738,177,1,55,2,1,308.0,1,18
11739,137,1,24,16,4,317.0,1,11
11740,140,2,53,4,2,278.0,4,3
11741,3,2,60,19,3,282.0,4,14
11742,126,1,23,18,2,89.0,5,24
11743,55,2,39,2,1,62.0,2,3
11744,142,1,50,4,2,172.0,7,19
11745,192,2,58,14,2,144.0,1,13
11746,96,1,41,19,3,137.0,7,15
11747,62,2,59,1,1,2.0,1,12
11748,181,1,34,16,4,29.0,5,18
11749,55,2,39,2,1,27.0,4,19
11750,15,2,54,14,2,98.0,4,19
11751,58,2,34,7,3,95.0,6,18
11752,122,1,35,15,3,331.0,6,16
11753,1,1,46,5,2,395.0,7,3
11754,191,2,57,2,1,355.0,1,21
11755,65,1,48,8,3,59.0,3,1
11756,26,1,30,15,3,127.0,6,4
11757,113,2,21,1,1,257.0,5,7
11758,11,2,48,8,3,45.0,4,13
11759,17,1,26,11,4,175.0,5,24
11760,141,2,59,5,2,187.0,2,11
11761,168,1,40,2,1,18.0,1,23
11762,7,1,59,17,1,103.0,5,14
11763,199,1,36,4,2,25.0,5,12
11764,142,1,50,5,2,349.0,7,22
11765,6,1,37,2,1,72.0,4,7
11766,168,1,40,17,1,3.0,6,16
11767,140,2,53,16,4,309.0,5,9
11768,30,1,32,9,3,203.0,3,24
11769,74,1,44,11,4,15.0,5,7
11770,32,1,25,7,3,170.0,6,2
11771,192,2,58,5,2,377.0,4,7
11772,26,1,30,20,4,177.0,2,13
11773,151,1,48,8,3,50.0,5,17
11774,136,2,32,20,4,190.0,3,7
11775,88,2,39,4,2,232.0,2,11
11776,33,2,42,13,1,26.0,1,3
11777,48,2,44,9,3,100.0,6,12
11778,37,1,29,2,1,160.0,1,24
11779,7,1,59,6,2,192.0,4,23
11780,158,2,23,3,1,364.0,1,14
11781,158,2,23,19,3,157.0,4,13
11782,119,2,56,18,2,42.0,2,17
11783,94,2,45,17,1,327.0,6,24
11784,27,1,44,2,1,271.0,7,20
11785,163,2,30,20,4,6.0,5,20
11786,159,2,56,17,1,334.0,7,15
11787,79,1,46,14,2,254.0,6,15
11788,176,2,34,16,4,105.0,1,18
11789,45,1,59,10,4,371.0,2,2
11790,135,2,59,20,4,188.0,6,20
11791,187,1,45,8,3,116.0,6,19
11792,60,2,51,15,3,211.0,7,0
11793,111,1,59,8,3,73.0,7,2
11794,134,2,28,11,4,379.0,7,22
11795,90,1,51,4,2,168.0,4,13
11796,89,1,35,14,2,205.0,5,16
11797,3,2,60,16,4,327.0,6,8
11798,95,2,38,19,3,314.0,7,21
11799,106,2,52,14,2,376.0,4,17
11800,45,1,59,19,3,40.0,7,24
11801,78,2,54,7,3,235.0,7,24
11802,1,1,46,13,1,296.0,3,11
11803,164,1,20,11,4,365.0,2,19
11804,153,2,49,10,4,293.0,2,24
11805,91,2,27,17,1,105.0,5,1
